"","RTENAME","RouteID","evd400m","evd1km","evd4km","evd5km","evd8km","evd20km","lvd400m","lvd1km","lvd4km","lvd5km","lvd8km","lvd20km","pwt400m","pwt1km","pwt4km","pwt5km","pwt8km","pwt20km","pwm400m","pwm1km","pwm4km","pwm5km","pwm8km","pwm20km"
"782","POMONA",89162,122.554468654789,122.896687831018,121.627913047484,121.627945981464,121.945877962466,121.021393699917,127.035500129263,127.878077111306,129.693461976776,131.277525516084,134.830947317354,131.01468535521,824.086402989421,818.706763566749,878.847412261392,889.837768194867,909.162308559935,815.341556756377,164.817280597884,163.74135271335,175.769482452278,177.967553638973,181.832461711987,163.068311351275
"783","SULPHUR",89164,128.427637259408,127.098003222141,125.532183981704,125.796576123732,125.796953496056,127.088988080164,195.152623894283,197.142235352309,195.450766467487,191.968003388049,179.635740064209,169.682733061805,933.462615567856,952.532111663153,950.344397817835,947.377534893331,941.379478577255,935.545797746158,186.692523113571,190.506422332631,190.068879563567,189.475506978666,188.275895715451,187.109159549232
"784","SCOOTNEY RESERVOIR",89182,118.958720453497,119.08882414725,121.266753360068,121.795972903245,121.509584904233,122.412535525713,128.486154334932,129.395438311889,130.092975338811,130.195101515294,130.366492988995,133.24930674635,716.679588249116,727.719165606262,719.835031171854,720.628016672882,723.861781911176,726.878361353227,143.335917649823,145.543833121252,143.967006234371,144.125603334576,144.772356382235,145.375672270645
"785","WAITSBURG",89183,117.782277351912,118.181582615962,119.118495778768,119.527116598302,120.562342323318,121.761882867749,126.511257511111,127.697669870255,127.925627433985,127.817473350732,130.084269035671,136.297000040878,3042.28354132681,3017.52555969769,2992.70541954297,2903.68368244264,3042.53983635672,3139.42981428324,608.456708265362,603.505111939539,598.541083908595,580.736736488527,608.507967271345,627.885962856647
"786","SELAH",89262,122.435172554761,122.191993680923,122.613934750152,122.822125079242,122.400278424737,122.532439837138,125.811861260091,126.307885521226,127.739768275875,127.208862272665,127.616791715157,126.441039847982,843.581510051588,921.390723630511,1063.24673446488,1080.78079093573,1041.07958108117,1133.80745361318,168.716302010318,184.278144726102,212.649346892976,216.156158187146,208.215916216234,226.761490722635
"787","HANFORD SITE",89900,142.456814748089,146.618101522693,143.13848644285,141.387533853182,137.2987608537,135.430110084843,201.67696008367,185.510822660668,180.210333241656,175.295706163332,159.115853384186,154.215191437709,677.769830141802,677.769830141802,676.299687934656,672.901053765547,677.311762577121,690.458833966595,135.55396602836,135.55396602836,135.259937586931,134.580210753109,135.462352515424,138.091766793319
"788","ARID LAND ER",89901,129.568372647742,130.103110298529,129.298004825547,129.928732196022,130.924621828923,132.557090445225,212.506429577935,201.860670576645,176.647323758495,174.031957862728,164.66698047993,160.373474146014,691.66002882459,710.272991113916,707.308802462381,711.908536978654,717.783468060193,715.073341683512,138.332005764918,142.054598222783,141.461760492476,142.381707395731,143.556693612039,143.014668336702
"789","NO CASCADES",89903,123.63671340729,128.43770751741,138.15422481466,142.327724908968,146.960755113765,151.739262841385,117.382941102067,121.531953390605,123.411669128036,123.898755674579,123.980121373488,125.125387538224,7197.27633619141,6907.30552896315,7845.38457236727,7776.08466986499,8040.77195378326,8030.48316305996,1439.45526723828,1381.46110579263,1569.07691447345,1555.216933973,1608.15439075665,1606.09663261199
"790","TURNBULL NWR",89906,130.241748852408,130.497020192083,128.37079541695,128.42832434586,128.23919287047,129.343205705612,131.197204011524,130.441736778505,129.40841683678,129.683006559834,130.358740510234,131.811973934892,1854.94371081688,1850.39308829215,1839.97582063216,1845.14438976496,1835.14347260345,1790.38032269755,370.988742163376,370.078617658429,367.995164126432,369.028877952992,367.028694520689,358.07606453951
"791","L PEND O NWR",89908,127.892356462768,127.761401604225,127.899144494098,127.418081926885,127.191465620301,127.386931398382,137.078465228905,138.373519433936,141.382719737179,141.451229761764,141.349736724099,140.952837415754,2373.76673142788,2159.79626003455,2474.17886217717,2382.12054244656,2458.47990394279,2444.12106298143,474.753346285576,431.95925200691,494.835772435434,476.424108489313,491.695980788558,488.824212596286
"792","E. MT. ADAMS",89909,112.649410383363,112.354411530089,116.25512450816,118.71682991565,122.20326611076,123.174196386534,114.406274262453,114.374753210564,113.535954380636,113.613330872474,113.501087368952,114.098078679547,7153.35501829788,6657.69559332949,7146.78279374286,7240.79081092644,7584.2326728182,7332.13777468354,1430.67100365958,1331.5391186659,1429.35655874857,1448.15816218529,1516.84653456364,1466.42755493671
"793","RICHLAND",89950,129.673813269965,130.103110298529,129.527565508872,129.994745726148,131.037389116893,132.590963338425,214.498439866792,201.860670576645,177.475208309806,173.876308072493,165.189531579657,160.382625510243,691.66002882459,710.272991113916,708.842232191029,710.536724232373,717.783468060193,715.073341683512,138.332005764918,142.054598222783,141.768446438206,142.107344846475,143.556693612039,143.014668336702
"794","HORN RAPIDS",89951,149.411441925101,150.266866400442,142.085383543679,140.48220039227,136.516544137431,135.240515179251,201.67696008367,185.510822660668,180.923928634963,172.948082453777,159.410285933622,153.09089118595,667.773549029461,667.773549029461,674.266919920292,672.775278481791,675.053314721508,685.822898945458,133.554709805892,133.554709805892,134.853383984058,134.555055696358,135.010662944302,137.164579789092
"795","NE ENTRANCE",92001,119.898169441043,120.385424343953,123.335717904188,124.311626878884,125.470824640843,125.338726749465,122.433025782696,122.580993796068,123.063171486865,123.162239069877,123.628044733282,124.562456980082,1914.81645696089,1373.63933637769,1602.18881962277,1694.64828937858,1865.91639868766,1922.25169431152,382.963291392178,274.727867275537,320.437763924554,338.929657875717,373.183279737532,384.450338862304
"796","CODY",92002,106.599122341642,107.681444338151,111.120162052159,111.235218677867,111.566889000697,112.103186089356,120.600886328755,121.017406410168,123.026434378944,123.208008770094,122.323695221891,121.799064727338,812.031227873663,747.273001867522,664.743562603027,718.74722767205,769.075307604672,943.754232994361,162.406245574733,149.454600373505,132.948712520605,143.74944553441,153.815061520934,188.750846598872
"797","OTTO",92003,117.273010228041,116.700519938007,116.227242933992,116.054478140778,115.593685968797,115.046460964948,113.462765668413,113.130822927089,113.912746509284,113.62639033556,113.622366813258,113.600379270055,365.955368907869,358.968776369148,373.167323313016,372.795542515319,374.163551379354,382.211517888103,73.1910737815739,71.7937552738296,74.6334646626032,74.5591085030637,74.8327102758707,76.4423035776207
"798","BASIN",92004,120.633409160474,120.443716703707,119.994945002172,120.019815116357,119.784087900531,119.251962376212,114.25124250066,114.28075979379,113.940705478467,113.888369783062,113.814067502997,113.140350609238,435.928195630786,413.74299754411,417.128099011173,416.858467030369,421.147624490374,431.335018810478,87.1856391261572,82.7485995088219,83.4256198022345,83.3716934060737,84.2295248980747,86.2670037620956
"799","WYARNO",92005,120.463027634977,121.082725214893,121.14570341162,121.209282322794,120.953981273131,121.668117125972,125.857494070091,127.006472252361,127.235253938121,127.187354329863,126.526883393749,127.079729737458,821.175541096431,806.186665816816,811.96092026179,809.49205661786,801.30505463511,793.667544456365,164.235108219286,161.237333163363,162.392184052358,161.898411323572,160.261010927022,158.733508891273
"800","CLARKELEN",92006,120.179945106821,120.960289033872,121.065821558945,120.991244921756,120.237072704733,119.262279063374,132.103293567001,132.505024725549,132.705543866312,132.463153469758,132.161847416858,131.746560476051,831.722339079749,833.790503242869,828.235582233005,819.224900468823,796.867460620742,750.020221414179,166.34446781595,166.758100648574,165.647116446601,163.844980093764,159.373492124148,150.004044282836
"801","SUNDANCE",92007,129.299489769527,128.466590134544,126.818354595554,126.524907975422,125.662221748394,125.495308745412,132.451259136184,133.114354397133,132.425037687208,132.205612104978,131.749036885549,132.166102943557,1507.87873574609,1656.51769652035,1567.17767320135,1563.74440447607,1443.21024288529,1320.3348226107,301.575747149219,331.303539304071,313.43553464027,312.748880895214,288.642048577059,264.06696452214
"802","COLTER BAY",92008,135.28437981982,140.941578964355,143.374732248304,143.207828032625,143.210640121792,145.2652875953,131.304674513111,136.143842538324,139.441005695088,138.887632274555,136.783020643875,134.915469603208,2697.12288198544,2823.70471605141,2804.6707546971,3006.38980028848,3289.39130695952,3568.57686783959,539.424576397088,564.740943210282,560.934150939419,601.277960057696,657.878261391903,713.715373567919
"803","DUBOIS",92009,126.040160234632,126.293604767032,127.231795896598,127.435885672921,127.21185344269,127.36415860428,136.362530228775,136.908828912632,137.754090545967,137.953369520057,136.703895795182,136.640466964448,773.357447061779,713.374380543483,804.48683121195,858.533720175395,920.348092486808,954.164269287397,154.671489412356,142.674876108697,160.89736624239,171.706744035079,184.069618497362,190.83285385748
"804","MIDVALE",92010,125.145821845137,121.43067781071,120.744131372971,120.515249304512,120.492454283553,119.24964601716,129.264686223501,124.894180517024,123.359652447644,123.060953427524,123.237127607815,122.647337713634,480.044196827651,468.362729608345,448.401659573737,455.512254969169,460.589961705077,461.51487599793,96.0088393655301,93.6725459216691,89.6803319147473,91.1024509938338,92.1179923410155,92.302975199586
"805","NOWOOD",92011,115.854459126785,115.201178339497,114.792825494143,114.691449049754,114.715548545598,115.048281532819,114.311268097154,114.507360377301,113.500264265814,113.334078384392,113.034890326789,113.102440624203,1022.22846429338,788.431895306554,827.547100484122,825.860274992487,843.714763135425,938.726384891617,204.445692858677,157.686379061311,165.509420096824,165.172054998497,168.742952627085,187.745276978323
"806","NATRONA",92012,116.106319618564,116.149668638762,116.422154311707,116.603824667669,116.829529071132,117.456810571298,119.241091985041,118.886720147783,119.333856632613,119.347070468651,119.200923077651,120.039956724937,613.009221196387,599.271462384116,600.284586598713,601.282696864928,604.351859849627,616.782096281269,122.601844239277,119.854292476823,120.056917319743,120.256539372986,120.870371969925,123.356419256254
"807","BILL",92013,117.212282662109,116.348091533332,114.66296192673,114.639253009502,114.251165765504,114.55265079649,126.169535167551,124.737160156975,125.279864071629,125.157765063352,125.023855246229,124.923963505557,562.983315601067,550.50943195773,566.771984072631,565.455365604521,571.74984705341,567.460239395296,112.596663120213,110.101886391546,113.354396814526,113.091073120904,114.349969410682,113.492047879059
"808","REDBIRD",92014,121.894434641263,122.50713702904,122.880546014906,122.828878415028,122.542050749826,122.330748715919,127.642050240053,128.603213981545,127.954191633249,127.981777537192,127.876141765894,127.468196533024,662.847948547343,661.779970727323,662.084307493045,660.121047916698,659.821001990645,651.897754390481,132.569589709469,132.355994145465,132.416861498609,132.02420958334,131.964200398129,130.379550878096
"809","FONTENELLE",92015,112.335260413551,113.37262276306,113.807843251473,113.928247470996,113.883997691004,113.042901991555,123.451001713463,125.48964252957,125.704909161401,125.889657788787,126.32714885205,126.14739573443,535.560667253041,520.552327003684,548.790715011641,522.554014668139,577.591870752374,567.046618354767,107.112133450608,104.110465400737,109.758143002328,104.510802933628,115.518374150475,113.409323670953
"810","ELK HORN",92016,110.679388832005,110.455547679763,110.589774663645,110.541085365735,110.316569993961,110.244430166084,121.750286196553,121.988316616241,123.223328160641,123.354318110131,123.34846321634,124.345965257917,415.289256355364,454.854737758918,450.383656720823,458.516394827975,464.143358729281,442.083346417483,83.0578512710728,90.9709475517836,90.0767313441646,91.7032789655949,92.8286717458563,88.4166692834965
"811","BEAR CREEK",92017,112.418123035255,112.968094990496,112.544164181725,112.73166215943,112.798386174384,113.828847823971,124.399782305458,123.603662268078,122.31826687983,121.97201846885,121.783711525226,121.240268254525,693.512559316314,677.508978919212,685.349401258171,683.533294656588,674.363061785584,694.711679966145,138.702511863263,135.501795783842,137.069880251634,136.706658931318,134.872612357117,138.942335993229
"812","ERVAY",92018,117.28007360954,117.528118917003,118.859998845777,118.603008562158,118.021981806394,117.466553149468,120.662611832599,121.08938848865,120.824866627026,120.71250688757,120.48458079434,120.358004471538,640.148581584257,649.100504764179,635.2522136568,640.773997746464,638.919557146546,650.998295494983,128.029716316851,129.820100952836,127.05044273136,128.154799549293,127.783911429309,130.199659098997
"813","BROOKHURST",92019,122.270794228249,122.325424966219,122.918985852028,122.945349437178,123.113626519619,123.436188057488,129.659401535324,129.47486735994,129.730663527452,129.999192038854,130.058551849732,130.549894922759,1044.16828751145,948.880040218555,1010.61252827558,980.80402884135,1058.0965370412,1101.67942067278,208.833657502289,189.776008043711,202.122505655115,196.16080576827,211.619307408241,220.335884134555
"814","GLENROCK",92020,114.462427504273,114.952073946724,115.003571494196,115.206682334763,115.862407264006,116.360881757983,123.975597709653,124.446737901006,124.727484465125,125.059726742885,125.53456293026,125.56423762044,633.745679729602,654.671008085524,662.923652169298,676.139816248947,682.589130471665,679.258891185324,126.74913594592,130.934201617105,132.58473043386,135.227963249789,136.517826094333,135.851778237065
"815","DWYER",92021,129.638925803689,130.009460122688,128.960181900495,127.404306092153,125.531152289176,124.420917434169,129.795504357569,131.326738353754,129.514448367818,128.233485033558,126.099685254285,124.645333550578,724.968688565708,718.356574536917,724.629946469176,721.885288794095,720.442643162112,729.658332787412,144.993737713142,143.671314907383,144.925989293835,144.377057758819,144.088528632422,145.931666557482
"816","CUMBERLAND",92022,121.345747554912,121.374503416288,121.46347052718,121.663962654834,121.826487443455,122.154202864163,130.359651016066,130.278776606617,130.419474126782,130.528452724576,130.383845356567,130.112699409573,637.622804040108,751.652561429952,750.851286498341,810.825684352647,840.313376859077,877.273057784963,127.524560808022,150.33051228599,150.170257299668,162.165136870529,168.062675371815,175.454611556993
"817","MCKINNON",92023,112.901740218247,113.33509275653,115.184295569149,115.907289156077,117.352230474705,117.053377562879,125.103976801521,123.053306851429,126.972083983225,127.706970794377,128.451424467751,128.066064345737,422.713136360877,466.397383378074,512.254676510091,510.450905205803,523.46144163583,517.278804811479,84.5426272721755,93.2794766756149,102.450935302018,102.090181041161,104.692288327166,103.455760962296
"818","PATRICK DRAW",92024,103.256822380829,102.884934751148,103.421422542469,103.336471104927,103.20879362813,103.752487181532,116.629103560625,116.12965480018,116.955577997329,116.627484312446,116.319914270295,117.207725761812,425.58280437817,425.51486450808,433.981972607159,434.840636254627,442.476410469552,444.092544329916,85.116560875634,85.1029729016161,86.7963945214317,86.9681272509253,88.4952820939104,88.8185088659832
"819","SAVERY",92025,124.468305015921,124.958246701758,125.059239836819,124.797729976802,124.387765912811,124.631580620976,127.541243596962,127.560328846589,126.256227295927,126.174462417907,126.056884583387,125.433599627189,2395.84204571757,2358.25898233416,2247.4831595361,2234.2546249897,2285.0783947097,2336.27076371582,479.168409143514,471.651796466833,449.496631907221,446.85092499794,457.015678941939,467.254152743163
"820","RIVERSIDE",92026,118.884070209945,119.284612839949,121.440828883572,122.103802400071,123.450124512883,124.331104829895,120.731533219437,120.677755319429,123.443148065392,123.759781370605,124.369030299054,124.535036109448,1608.09163076931,1601.23420907226,1529.32745410516,1544.21795831332,1702.55877029177,1778.54598642102,321.618326153861,320.246841814452,305.865490821032,308.843591662664,340.511754058355,355.709197284203
"821","BUFORD",92027,128.925148447025,129.276330051083,130.273852964535,130.142963066057,129.732211049793,128.728482957525,129.299737207564,129.365469356078,128.272521779129,127.730711164885,127.017735467001,126.594639787784,1075.11790739008,1054.80050804713,1072.11124577516,1070.47793258501,1073.72548037321,1041.84181960316,215.023581478017,210.960101609427,214.422249155032,214.095586517002,214.745096074643,208.368363920632
"822","YODER",92028,124.706042881064,124.907199227272,123.933054642119,123.916410561633,123.607872247479,123.135706072345,122.809160295909,122.385140336392,122.672456241808,122.566577651337,122.961749509849,123.296276172898,759.639607170724,759.639607170724,769.656049392959,776.05275912352,774.156384588704,769.452143019071,151.927921434145,151.927921434145,153.931209878592,155.210551824704,154.831276917741,153.890428603814
"823","CANYON",92029,126.71952151859,127.483245037365,129.442408004235,130.051606207355,130.962511078186,128.516969076725,125.802151292577,126.185682608304,126.225872685795,125.944645970833,125.77338792274,124.54387410871,2256.37812496678,2162.12163485234,2197.98722699447,2202.86124356013,2240.43886383386,2310.32688833186,451.275624993357,432.424326970468,439.597445398894,440.572248712025,448.087772766772,462.065377666372
"824","MAMMOTH",92030,125.820263162932,125.716717682581,124.315851444714,124.517439874961,125.431784063488,128.205589407228,120.045569041396,120.721297638199,121.542473924146,121.740552924806,122.707384985854,122.904684857387,1505.42933419559,1596.4602914044,1547.51361910917,1581.25386593056,1753.09982358448,2023.09425881617,301.085866839118,319.29205828088,309.502723821833,316.250773186112,350.619964716897,404.618851763233
"825","WEST THUMB",92031,139.272559146912,139.018843500567,139.754658362498,140.856619755512,143.350654268356,145.485693627324,134.367312306908,134.860594752175,133.182782214708,133.640805148646,134.600263703171,132.774569691021,2937.0732417304,2945.69564504516,3057.21060253201,3042.37338402173,3117.80263829796,3086.10967085126,587.414648346081,589.139129009031,611.442120506402,608.474676804346,623.560527659591,617.221934170252
"826","HUNTER PEAK",92032,109.680068278327,109.750363049849,109.394118946127,111.07376144932,115.463524829191,120.931216248616,118.875191032805,119.250362792812,119.873690417763,119.67161314297,120.439021762117,120.486284705591,1083.62241278864,1200.55573371999,1397.71939890768,1449.81256277891,1732.27467788978,2055.68133930895,216.724482557727,240.111146743998,279.543879781536,289.962512555782,346.454935577956,411.136267861791
"827","CLARK",92033,107.712009515374,107.104185106046,106.665927551664,106.636099592492,106.642082038303,107.215895896012,122.362533453278,122.585601747817,122.342695068011,122.594941004101,122.73600122591,121.706104846479,402.117253202939,437.678580514038,469.591686135323,482.124258967585,513.894239210059,684.209143469924,80.4234506405878,87.5357161028076,93.9183372270646,96.424851793517,102.778847842012,136.841828693985
"828","FRANNIE",92035,110.769307115749,111.453909603993,111.483566880905,111.603251825066,111.588560460762,111.227686834274,118.885397057124,119.116110524892,118.606033489822,118.459626750498,118.460837830557,119.835411606699,344.00959118701,313.511111117074,319.100688636026,311.106861964835,313.364344143767,319.333414576451,68.801918237402,62.7022222234148,63.8201377272053,62.2213723929669,62.6728688287534,63.8666829152902
"829","MOOSE",92036,130.277967870102,128.162257989892,129.689414411017,130.373427735513,133.061483941357,137.541840584052,132.660080106911,128.930706063419,128.859672076435,128.674085219595,129.142549223477,129.510980110783,1911.43724789614,1944.37027357995,2029.77656446094,2031.73882933888,2283.22360796336,2341.32656417836,382.287449579228,388.87405471599,405.955312892189,406.347765867775,456.644721592671,468.265312835673
"830","LOVELL",92037,116.571111078472,116.939285717607,116.96341981714,116.839457571502,116.379074875658,115.226384714902,116.283902740181,115.553495698738,117.599632147044,117.749618294052,117.074412189933,116.755742283256,317.947655938541,330.645824077055,326.406866790771,332.481316209078,352.946823919658,383.782578859375,63.5895311877083,66.129164815411,65.2813733581543,66.4962632418157,70.5893647839316,76.7565157718751
"831","MEETEETSE",92038,114.696052659245,113.927595749023,114.566413095486,114.771285664801,115.317211893975,115.346906587423,120.148434714652,121.818516999303,123.370633902993,123.369350459343,123.222551814842,123.437922108413,635.158413749478,621.687079105056,635.782528092892,623.273392599567,641.215796710207,652.952790823341,127.031682749896,124.337415821011,127.156505618578,124.654678519913,128.243159342041,130.590558164668
"832","TENSLEEP",92039,119.650480563567,120.457980499476,121.364042131261,121.409059252823,121.385597670992,119.512043966208,113.307870180743,113.333738776055,113.376174237686,113.431350611503,113.114164377019,112.189755114032,689.338422005967,697.698404414162,724.307018271211,723.446186028633,769.513063423933,821.117649407043,137.867684401193,139.539680882832,144.861403654242,144.689237205727,153.902612684787,164.223529881409
"833","DAYTON",92040,113.461511202567,112.562822444899,113.289750386057,113.535935868381,114.08960934254,115.910885874652,120.232374188933,120.038287925774,119.390948506701,119.883951118229,120.167802186156,119.949024390898,1170.34360278794,1169.25718554068,1172.53696022857,1175.2412603194,1194.40057533057,1268.56326600699,234.068720557588,233.851437108136,234.507392045714,235.04825206388,238.880115066114,253.712653201397
"834","BALD MTN",92041,128.113673049352,126.836066252688,125.585157496297,125.568495459705,125.773328506787,126.749267114528,116.362925133362,117.256255258092,117.008524935387,117.367522477987,118.380393900552,118.829470190617,2227.12826971341,2112.90151528539,1770.13061946107,1852.92626243515,1659.40351413513,1668.82879311109,445.425653942683,422.580303057079,354.026123892214,370.58525248703,331.880702827027,333.765758622217
"835","CRAZY WOMAN",92042,122.927909957427,122.982218668029,123.267342290109,123.106365787889,124.297732420972,128.14746952264,120.096148838603,119.367373489059,119.545992751737,119.065201485001,119.401351076284,119.159017353599,1025.26858599588,1133.41250763699,1198.60905897984,1162.95051545955,1211.40446271067,1360.88104451659,205.053717199176,226.682501527397,239.721811795969,232.59010309191,242.280892542133,272.176208903319
"836","SCHOONOVER",92043,117.8834797714,118.346383184758,117.826689502968,117.668023830336,117.338706342897,117.613460055342,124.684472470047,125.317227221186,125.399274733967,125.378928048004,125.305376216037,124.943632020721,582.551413864982,570.887010804158,570.386902610155,570.734811783715,569.336282714603,571.953525017165,116.510282772996,114.177402160832,114.077380522031,114.146962356743,113.867256542921,114.390705003433
"837","ARVADA",92044,112.997204256478,113.3500904042,117.416314840624,117.901773583606,118.42346752956,117.984439190184,125.231698819893,125.550705738835,126.949094219709,127.237084327341,127.38640630097,127.288540489246,629.352305051519,631.555520037768,629.369575162632,630.395008198751,635.418743242119,665.564292259095,125.870461010304,126.311104007554,125.873915032526,126.07900163975,127.083748648424,133.112858451819
"838","RECLUSE",92045,119.483874308105,118.333872169708,117.092929970632,117.146306542731,116.971137085611,115.973910737471,138.066626191408,137.717947075816,137.194664494263,137.258301974301,137.094780410285,135.760333502402,807.55605405212,759.521965095977,745.904819831436,745.139312654872,737.521600408538,721.784362482303,161.511210810424,151.904393019195,149.180963966287,149.027862530974,147.504320081708,144.356872496461
"839","SODA WELL",92046,121.787725280746,122.321713864867,122.385678072201,122.563454499805,122.699399280043,123.153647956826,139.384088106837,138.837366731381,138.257775044662,138.381108746525,138.50948438974,139.095247471479,783.325610975743,786.340537429968,784.177200000515,786.786186535004,786.307689647546,772.009143769962,156.665122195149,157.268107485994,156.835440000103,157.357237307001,157.261537929509,154.401828753992
"840","PINEY",92047,121.57358202167,121.612599766744,121.897576206023,122.006189225837,122.383968476888,122.746896466501,136.293709040484,135.31724924087,134.756740835787,134.713199342456,134.476137773222,134.246335608193,772.953808651269,776.909339989606,787.902248826734,789.415768975299,794.140792829912,782.135862301267,154.590761730254,155.381867997921,157.580449765347,157.88315379506,158.828158565982,156.427172460253
"841","SEELY",92048,126.032373497953,126.186794079582,126.568239474128,126.641189645709,126.680411884463,126.716584228825,136.456067209085,136.548358949572,136.298181922735,136.281486813264,136.541454026959,137.131318754446,809.590317154589,852.7964717022,852.490865320898,850.346164971669,851.478192920718,849.307562393929,161.918063430918,170.55929434044,170.49817306418,170.069232994334,170.295638584144,169.861512478786
"842","UPTON",92049,126.469290796734,127.404745197427,127.107124539355,127.151863516142,127.988307334908,128.841457036124,132.395899972311,132.309715833853,132.339108570992,132.251253163465,132.250725458392,132.938202727401,704.772131210126,706.352491709486,707.86655411879,711.502522414331,714.287849751694,712.537768256943,140.954426242025,141.270498341897,141.573310823758,142.300504482866,142.857569950339,142.507553651389
"843","MOSKEE",92050,120.655568608228,120.911667981662,121.958907682661,122.224274996197,123.174458016938,124.336212869019,122.875009357014,122.909040675726,123.651684243971,123.870832148527,124.956090838443,126.288847234727,1408.87382343915,1408.87382343915,1409.51594926253,1417.43896692933,1407.13818220894,1436.09564817719,281.77476468783,281.77476468783,281.903189852506,283.487793385866,281.427636441788,287.219129635438
"844","ALPINE",92051,122.145437049295,122.549396935915,123.115592837146,124.056696982242,127.053579563146,127.966300037265,126.437878577474,125.910776747477,124.081756013577,124.156252860254,124.770375718688,125.441663611333,2247.86559786887,2243.13560141626,2402.98917995331,2481.14101756769,2577.31567494722,2476.37365650013,449.573119573774,448.627120283252,480.597835990661,496.228203513537,515.463134989443,495.274731300026
"845","WILSON",92052,120.305809503946,121.498645612823,125.236632459758,126.123122878118,128.429569396762,132.772998769443,126.234338475674,125.28709390309,125.405904413374,125.46316705456,125.367850056851,126.433930294697,2015.47741808603,2221.7812671721,2430.36501052125,2402.28150505037,2694.24967205163,2990.02600973349,403.095483617206,444.356253434419,486.07300210425,480.456301010075,538.849934410327,598.005201946698
"846","HORSE CREEK",92053,134.241211820744,133.300554851864,132.671833910204,133.789082564838,135.855282589762,137.602264740643,142.390070902725,142.834343847441,140.800615842723,140.555790675328,139.578151935843,139.500924629985,1721.55466844799,1531.30260333211,1375.94247150368,1421.05122248788,1569.44286524261,1482.73406790481,344.310933689598,306.260520666422,275.188494300737,284.210244497577,313.888573048522,296.546813580961
"847","CROWHEART",92055,123.344589809903,123.753913462211,123.76549658961,123.498819345899,123.363079943416,122.946525002037,128.231164433558,128.100416543325,128.702343290729,128.286773313687,127.860926264,127.679053256504,605.345850245559,588.032698760746,636.098169830357,630.295065886657,655.350213800912,670.793311319817,121.069170049112,117.606539752149,127.219633966071,126.059013177331,131.070042760182,134.158662263963
"848","ETHETE",92056,118.27700337984,118.706502511798,118.464259765525,118.548852674521,120.382810042968,120.514510040644,123.180181636368,125.0850663709,125.050886781128,125.027283118666,126.483282345981,125.777085417911,470.130696684041,510.364911812741,509.868462099986,514.306051939822,528.796839727186,521.567959483131,94.0261393368082,102.072982362548,101.973692419997,102.861210387964,105.759367945437,104.313591896626
"849","ANCHOR",92057,113.335379483576,114.976583741074,115.638408746282,115.783819301183,116.132350559562,116.886688906022,118.177892233646,119.593000287638,120.32694920847,120.475421918918,120.437822498556,120.919736400418,831.479161006733,808.033772289956,763.906378678013,760.74215451945,750.437906140519,793.343124333058,166.295832201347,161.606754457991,152.781275735602,152.14843090389,150.087581228104,158.668624866612
"850","GEBO",92058,109.297048519427,109.655222521941,110.362093897229,111.071734978456,111.62720827568,111.487857328372,108.625062589237,108.754069263267,107.96274725186,107.816873814972,107.46316821595,107.219386973718,540.071502100264,559.566952595613,559.697399047259,561.167194134053,567.985637879857,563.184003102893,108.014300420053,111.913390519123,111.939479809452,112.233438826811,113.597127575971,112.636800620579
"851","ARMINTO",92059,116.700862822661,116.339712072402,115.378525903967,114.893834686808,114.174101548941,113.720546266509,118.865755936457,118.776269472005,117.919366132923,117.354546398314,116.596553691753,116.108736004326,607.619501372641,613.48681191664,619.813306802117,617.18640612157,636.290011249585,668.651075110304,121.523900274528,122.697362383328,123.962661360423,123.437281224314,127.258002249917,133.730215022061
"852","LYSITE",92060,114.029334607647,113.667306372855,112.61981545461,112.392938185136,112.366690526486,113.027477136323,111.241657282366,110.32632462324,110.60171581725,110.324265552044,110.584893411274,111.28494493555,517.699425735722,507.945245496196,515.605039459789,520.104271251021,546.460453444013,597.087180467077,103.539885147144,101.589049099239,103.121007891958,104.020854250204,109.292090688803,119.417436093415
"853","WORLAND",92061,108.201676500858,107.931674928267,107.708786627518,108.019595527098,108.260031438424,107.939979919181,108.325045716453,108.011350384269,108.647295257632,108.673543452763,108.695687672578,107.334475062867,473.564221899878,578.79340935852,607.819776334494,591.89499423495,615.041105849882,626.312033427176,94.7128443799756,115.758681871704,121.563955266899,118.37899884699,123.008221169976,125.262406685435
"854","TEAPOT DOME",92062,119.851398923555,119.611380107715,119.733041363906,119.658583133758,119.761851481812,119.892535828053,118.238688799009,119.28646249523,119.236094680534,119.244688328203,119.292317063409,120.533082624015,733.721150266203,738.867703134217,739.269163621376,735.450125860862,736.921601722891,734.488340082275,146.744230053241,147.773540626843,147.853832724275,147.090025172172,147.384320344578,146.897668016455
"855","MAYOWORTH",92063,115.420757429531,114.148430336641,113.716646114297,113.973319327618,114.624784704952,114.248407652404,113.43070235013,113.899474198626,113.971748623268,113.904010694232,114.251945187892,114.161904620485,535.688028761518,608.955160573652,646.810711924021,649.046133857978,672.408415423367,644.54603343617,107.137605752304,121.79103211473,129.362142384804,129.809226771596,134.481683084673,128.909206687234
"856","SUSSEX",92064,115.054132083426,116.75549142346,116.619561628439,116.440215914097,116.167698791755,115.814521123476,116.981680547133,118.24391296474,118.313486700815,118.679670032437,119.038482084001,118.909287537435,543.182875812883,548.225336949226,553.990033851374,559.037078694138,563.0174138329,572.244437278006,108.636575162577,109.645067389845,110.798006770275,111.807415738828,112.60348276658,114.448887455601
